,time,tx,harvest,backscatter
0,0.0,-0.9296482656,-0.010200932480000036,-4.3190961408
1,3.4375e-09,-1.2311558112,0.006884491839999951,-4.329146393599999
2,6.875e-09,-1.25628144,-0.021758719520000025,-4.3316589568
3,1.03125e-08,-1.0427135952,-0.005678320160000028,-4.33417152
4,1.375e-08,-0.8040201216,0.004874441919999972,-4.33417152
5,1.71875e-08,-0.753768864,-0.011205957440000025,-4.33417152
6,2.0625e-08,-0.6658291632000001,-0.006180832640000022,-4.3366840832
7,2.40625e-08,-0.7412060496,-0.009698420000000041,-4.3391966464
8,2.75e-08,-0.8668341936,0.0013568545599999537,-4.3391966464
9,3.09375e-08,-0.9170854512000001,-0.00015068288000003038,-4.341709209599999
10,3.4375e-08,-0.94221108,-0.016231082240000028,-4.3391966464
11,3.78125e-08,-1.1432161104,0.0003518295999999643,-4.3366840832
12,4.125e-08,-1.1180904816000001,-0.006683345120000017,-4.3266338304
13,4.46875e-08,-0.9673367088,-0.006683345120000017,-4.3115584512
14,4.8125e-08,0.7914573072000001,-0.004170782720000044,-4.3015081984
15,5.15625e-08,3.1783920432,-0.01271349488000001,-4.296483072
16,5.5e-08,4.522613184,-0.004170782720000044,-4.2914579455999995
17,5.84375e-08,5.6407036656,0.013919666559999988,-4.2261313024
18,6.1875e-08,5.753768995200001,0.0003518295999999643,-4.1783926016
19,6.531250000000001e-08,5.65326648,-0.0021607328000000092,-4.2135684864
20,6.875e-08,5.590452408,0.003366904479999988,-4.296483072
21,7.21875e-08,6.1055277984,0.005879466879999962,-4.371859968
22,7.5625e-08,6.4070353440000005,-0.014221032320000049,-4.4045232896
23,7.906250000000001e-08,7.4246233104,0.0028643919999999934,-4.366834841599999
24,8.25e-08,8.2788946896,0.0013568545599999537,-4.3266338304
25,8.59375e-08,8.6809047504,0.0028643919999999934,-4.3040207615999995
26,8.9375e-08,9.1457288832,-0.00015068288000003038,-4.2989956352
27,9.281250000000001e-08,9.522613315200001,-0.013216007360000004,-4.3065333248
28,9.625e-08,9.8366836752,-0.00015068288000003038,-4.3115584512
29,9.96875e-08,10.9170857136,-0.0006531953600000251,-4.3140710144
30,1.03125e-07,11.557789248,-0.0076883700800000065,-4.3115584512
31,1.0656250000000001e-07,11.4070354752,-0.009698420000000041,-4.3190961408
32,1.1e-07,10.4020103232,-0.0016582203200000145,-4.316583577599999
33,1.134375e-07,8.5301509776,0.0043719294399999775,-4.309045888
34,1.16875e-07,8.040201216,-0.012210982400000014,-4.3140710144
35,1.203125e-07,8.6180906784,-0.01271349488000001,-4.3190961408
36,1.2375e-07,8.6306534928,-0.0011557078400000198,-4.3190961408
37,1.271875e-07,9.10804044,0.003869416959999983,-4.3241212672
38,1.3062500000000002e-07,9.0577891824,-0.011205957440000025,-4.3241212672
39,1.3406250000000001e-07,9.0577891824,-0.01170846992000002,-4.321608704
40,1.375e-07,9.3969851712,-0.00015068288000003038,-4.321608704
41,1.409375e-07,9.522613315200001,-0.008693395040000051,-4.3190961408
42,1.44375e-07,9.233668584,-0.006180832640000022,-4.3190961408
43,1.4781250000000001e-07,8.7688444512,-0.0006531953600000251,-4.3190961408
44,1.5125e-07,8.7688444512,-0.010200932480000036,-4.3190961408
45,1.546875e-07,8.8316585232,-0.006180832640000022,-4.3190961408
46,1.5812500000000002e-07,8.7060303792,-0.0006531953600000251,-4.321608704
47,1.6156250000000001e-07,8.7814072656,-0.0076883700800000065,-4.3266338304
48,1.65e-07,8.8316585232,-0.008190882560000001,-4.3241212672
49,1.684375e-07,8.8190957088,-0.00015068288000003038,-4.3241212672
50,1.71875e-07,8.7185931936,-0.002663245280000004,-4.3266338304
51,1.7531250000000002e-07,8.8065328944,-0.012210982400000014,-4.321608704
52,1.7875e-07,9.6231158304,-0.006683345120000017,-4.321608704
53,1.821875e-07,8.0150755872,0.003366904479999988,-4.3241212672
54,1.8562500000000002e-07,0.9170854512000001,-0.00015068288000003038,-4.3115584512
55,1.8906250000000002e-07,0.62814072,-0.015728569760000033,-4.3115584512
56,1.925e-07,2.4371859936,-0.043869268640000014,-4.33417152
57,1.959375e-07,2.0854271904,-0.02929640672,-4.329146393599999
58,1.99375e-07,4.271356896,0.028995040959999996,-4.3366840832
59,2.0281250000000002e-07,2.1733668912,-0.02326625696000001,-4.341709209599999
60,2.0625e-07,0.8291457504,-0.026281331840000033,-4.3316589568
61,2.096875e-07,1.633165872,0.0013568545599999537,-4.33417152
62,2.1312500000000002e-07,0.9170854512000001,-0.024271281920000054,-4.3316589568
63,2.1656250000000002e-07,-0.15075377280000002,0.0003518295999999643,-4.3241212672
64,2.2e-07,-0.9673367088,-0.014221032320000049,-4.3241212672
65,2.234375e-07,-1.1180904816000001,-0.017236107200000017,-4.316583577599999
66,2.26875e-07,-1.25628144,0.00839202927999999,-4.3266338304
67,2.3031250000000002e-07,-2.575376952,-0.016733594720000022,-4.329146393599999
68,2.3375e-07,-1.9849246752,0.0013568545599999537,-4.3316589568
69,2.371875e-07,-1.507537728,-0.011205957440000025,-4.3391966464
70,2.40625e-07,-1.5703518,-0.0006531953600000251,-4.329146393599999
71,2.440625e-07,-1.193467368,0.012914641599999999,-4.3316589568
72,2.475e-07,-0.6155779056,-0.02477379440000005,-4.33417152
73,2.5093750000000003e-07,-0.15075377280000002,-0.003668270240000049,-4.3190961408
74,2.54375e-07,0.15075377280000002,0.000854342079999959,-4.309045888
75,2.578125e-07,0.0251256288,-0.0016582203200000145,-4.296483072
76,2.6125000000000004e-07,-0.1758794016,0.0028643919999999934,-4.2914579455999995
77,2.646875e-07,-0.36432161760000004,-0.016733594720000022,-4.3015081984
78,2.6812500000000003e-07,-0.4522613184,0.003366904479999988,-4.3266338304
79,2.715625e-07,-0.62814072,0.006884491839999951,-4.346734336
80,2.75e-07,-0.8542713792000001,-0.01924615712000005,-4.341709209599999
81,2.7843750000000003e-07,-0.6532663488,-0.005175807680000033,-4.3266338304
82,2.81875e-07,-0.4522613184,-0.003668270240000049,-4.321608704
83,2.853125e-07,-0.2889447312,-0.0016582203200000145,-4.316583577599999
84,2.8875e-07,-0.2638191024,-0.008190882560000001,-4.3241212672
85,2.921875e-07,-0.3517588032,-0.017738619680000012,-4.329146393599999
86,2.9562500000000003e-07,-0.4522613184,0.007387004320000001,-4.3266338304
87,2.990625e-07,-0.439698504,0.0003518295999999643,-4.329146393599999
88,3.025e-07,-0.3391959888,-0.01271349488000001,-4.321608704
89,3.0593750000000004e-07,-0.2763819168,-0.004673295200000038,-4.321608704
90,3.09375e-07,-0.5150753904,-0.0076883700800000065,-4.3190961408
91,3.128125e-07,-4.2462312672,0.005376954399999967,-4.3140710144
92,3.1625000000000004e-07,-4.648241328,-0.003668270240000049,-4.3241212672
93,3.196875e-07,-5.8668343248,-0.02125620704000003,-4.321608704
94,3.2312500000000003e-07,-7.4874373824000005,-0.0006531953600000251,-4.316583577599999
95,3.265625e-07,-6.8341710336000006,-0.0011557078400000198,-4.3065333248
96,3.3e-07,-7.688442412800001,-0.024271281920000054,-4.2989956352
97,3.3343750000000004e-07,-7.600502712,-0.0016582203200000145,-4.2889453824
98,3.36875e-07,-7.763819299200001,-0.014723544800000044,-4.27135744
99,3.403125e-07,-8.3417087616,-0.014221032320000049,-4.2060307967999995
100,3.4375e-07,-9.309045470400001,0.003869416959999983,-4.097990579199999
101,3.471875e-07,-10.2638193648,-0.024271281920000054,-4.0251262464
102,3.5062500000000003e-07,-10.2010052928,-0.017738619680000012,-3.9396990975999997
103,3.540625e-07,-10.8291460128,-0.0006531953600000251,-3.7386940415999996
104,3.575e-07,-11.5452264336,-0.0076883700800000065,-3.4020105727999996
105,3.6093750000000004e-07,-11.8216083504,-0.008190882560000001,-2.8819099903999996
106,3.64375e-07,-12.939698832000001,-0.01170846992000002,-2.3015078912
107,3.678125e-07,-13.4170857792,0.005879466879999962,-1.8190957568
108,3.7125000000000005e-07,-13.3291460784,-0.011205957440000025,-1.3216082431999998
109,3.746875e-07,-11.93467368,-0.022763744480000014,-0.9422111999999999
