,time,tx,harvest,backscatter
0,0.0,-1.2311558112,-0.011205957440000025,-4.2989956352
1,3.4375e-09,-1.0301507808,0.004874441919999972,-4.3140710144
2,6.875e-09,-1.0427135952,-0.014221032320000049,-4.3266338304
3,1.03125e-08,-0.9045226368,-0.01271349488000001,-4.321608704
4,1.375e-08,-0.4522613184,0.005376954399999967,-4.33417152
5,1.71875e-08,-0.42713568960000003,-0.01070344496000003,-4.3190961408
6,2.0625e-08,-0.6407035344,-0.004170782720000044,-4.3065333248
7,2.40625e-08,-0.7914573072000001,-0.008693395040000051,-4.293970508799999
8,2.75e-08,-1.0301507808,-0.007185857600000012,-4.296483072
9,3.09375e-08,-1.1055276672,0.005879466879999962,-4.3040207615999995
10,3.4375e-08,-1.1180904816000001,-0.013216007360000004,-4.2412066816
11,3.78125e-08,-1.1180904816000001,-0.008190882560000001,-4.1155785216
12,4.125e-08,-1.0301507808,-0.0021607328000000092,-4.0050257408
13,4.46875e-08,-0.8668341936,-0.0076883700800000065,-3.8618096383999996
14,4.8125e-08,-0.188442216,-0.0011557078400000198,-3.592965376
15,5.15625e-08,2.7261307248,-0.014221032320000049,-3.2110557695999997
16,5.5e-08,4.4095478544,-0.01070344496000003,-2.7663320832
17,5.84375e-08,5.3140704912,0.013919666559999988,-2.2185933056
18,6.1875e-08,5.8668343248,-0.0076883700800000065,-1.7889449983999999
19,6.531250000000001e-08,5.5527639648000005,-0.010200932480000036,-1.7713570559999998
20,6.875e-08,5.464824264,-0.00015068288000003038,-2.2185933056
21,7.21875e-08,6.092964984,-0.0016582203200000145,-2.8793974272
22,7.5625e-08,6.469849416000001,-0.008693395040000051,-3.8165835007999998
23,7.906250000000001e-08,7.035176064,-0.003668270240000049,-4.3944730368
24,8.25e-08,7.8643218144,-0.003668270240000049,-4.6256288512
25,8.59375e-08,8.668341936000001,-0.0031657577599999986,-4.6457293567999995
26,8.9375e-08,9.0577891824,0.005376954399999967,-4.379397657599999
27,9.281250000000001e-08,9.484924872,-0.013718519840000054,-4.231156428799999
28,9.625e-08,9.949749004800001,-0.01070344496000003,-4.3391966464
29,9.96875e-08,10.653266611200001,0.003366904479999988,-4.4371866112
30,1.03125e-07,11.494975176,-0.007185857600000012,-4.3492468992
31,1.0656250000000001e-07,11.683417392,-0.01271349488000001,-4.3140710144
32,1.1e-07,11.0678394864,-0.00015068288000003038,-4.2763825664
33,1.134375e-07,9.359296728,0.004874441919999972,-4.283920256
34,1.16875e-07,7.9899499584,-0.009698420000000041,-4.3015081984
35,1.203125e-07,8.47989972,-0.012210982400000014,-4.3065333248
36,1.2375e-07,8.6557791216,-0.005678320160000028,-4.321608704
37,1.271875e-07,9.0201007392,0.0023618795199999987,-4.321608704
38,1.3062500000000002e-07,9.2587942128,-0.0006531953600000251,-4.3190961408
