,time,tx,harvest,backscatter
0,0.0,-0.94221108,-0.009698420000000041,-4.3190961408
1,3.4375e-09,-1.2185929968,0.007387004320000001,-4.3266338304
2,6.875e-09,-1.2437186256000001,-0.022763744480000014,-4.3316589568
3,1.03125e-08,-1.0301507808,-0.004170782720000044,-4.3316589568
4,1.375e-08,-0.8040201216,0.005879466879999962,-4.3366840832
5,1.71875e-08,-0.753768864,-0.013216007360000004,-4.33417152
6,2.0625e-08,-0.6532663488,-0.003668270240000049,-4.3366840832
7,2.40625e-08,-0.7663316784,-0.009195907520000046,-4.3391966464
8,2.75e-08,-0.879397008,-0.0011557078400000198,-4.3391966464
9,3.09375e-08,-0.9170854512000001,0.0018593670399999485,-4.3391966464
10,3.4375e-08,-0.9924623376,-0.016231082240000028,-4.3366840832
11,3.78125e-08,-1.1432161104,-0.0006531953600000251,-4.33417152
12,4.125e-08,-1.1180904816000001,-0.005678320160000028,-4.3241212672
13,4.46875e-08,-0.9924623376,-0.006683345120000017,-4.3065333248
14,4.8125e-08,0.816582936,-0.004673295200000038,-4.296483072
15,5.15625e-08,3.2035176720000003,-0.01271349488000001,-4.2914579455999995
16,5.5e-08,4.5477388128000005,-0.003668270240000049,-4.2914579455999995
17,5.84375e-08,5.6407036656,0.015929716479999967,-4.2060307967999995
18,6.1875e-08,5.778894624,-0.0021607328000000092,-4.1608046592
19,6.531250000000001e-08,5.6407036656,0.000854342079999959,-4.1934679807999995
20,6.875e-08,5.590452408,0.004874441919999972,-4.2788951295999995
21,7.21875e-08,6.1306534272,0.005879466879999962,-4.366834841599999
22,7.5625e-08,6.4070353440000005,-0.012210982400000014,-4.4070358528
23,7.906250000000001e-08,7.4120604960000005,0.003366904479999988,-4.3743725312
24,8.25e-08,8.304020318400001,0.0028643919999999934,-4.3266338304
25,8.59375e-08,8.6934675648,0.0018593670399999485,-4.3040207615999995
26,8.9375e-08,9.1331660688,0.0003518295999999643,-4.296483072
27,9.281250000000001e-08,9.522613315200001,-0.012210982400000014,-4.3015081984
28,9.625e-08,9.8492464896,0.0013568545599999537,-4.3115584512
29,9.96875e-08,10.9422113424,0.0018593670399999485,-4.316583577599999
30,1.03125e-07,11.5829148768,-0.0076883700800000065,-4.3115584512
31,1.0656250000000001e-07,11.3944726608,-0.009698420000000041,-4.316583577599999
32,1.1e-07,10.376884694400001,-0.0016582203200000145,-4.316583577599999
33,1.134375e-07,8.47989972,0.004874441919999972,-4.3115584512
34,1.16875e-07,8.040201216,-0.011205957440000025,-4.3115584512
35,1.203125e-07,8.6306534928,-0.011205957440000025,-4.316583577599999
36,1.2375e-07,8.6306534928,-0.0006531953600000251,-4.3190961408
37,1.271875e-07,9.1206032544,0.0043719294399999775,-4.321608704
38,1.3062500000000002e-07,9.0326635536,-0.010200932480000036,-4.3241212672
39,1.3406250000000001e-07,9.0829148112,-0.01170846992000002,-4.3190961408
40,1.375e-07,9.4221108,-0.0011557078400000198,-4.3190961408
41,1.409375e-07,9.5100505008,-0.009195907520000046,-4.3190961408
42,1.44375e-07,9.2085429552,-0.005678320160000028,-4.3190961408
43,1.4781250000000001e-07,8.7437188224,-0.00015068288000003038,-4.321608704
44,1.5125e-07,8.7688444512,-0.009698420000000041,-4.3190961408
45,1.546875e-07,8.8190957088,-0.005678320160000028,-4.3190961408
46,1.5812500000000002e-07,8.7060303792,-0.00015068288000003038,-4.3241212672
47,1.6156250000000001e-07,8.7814072656,-0.008190882560000001,-4.3241212672
48,1.65e-07,8.8316585232,-0.009195907520000046,-4.321608704
49,1.684375e-07,8.8065328944,0.0003518295999999643,-4.3266338304
50,1.71875e-07,8.7060303792,-0.0011557078400000198,-4.3241212672
51,1.7531250000000002e-07,8.793970080000001,-0.01170846992000002,-4.321608704
52,1.7875e-07,9.6356786448,-0.006180832640000022,-4.321608704
53,1.821875e-07,7.977387144000001,0.0043719294399999775,-4.321608704
54,1.8562500000000002e-07,0.8291457504,-0.00015068288000003038,-4.3115584512
55,1.8906250000000002e-07,0.6532663488,-0.015226057280000038,-4.3140710144
56,1.925e-07,2.4246231792,-0.04587931856000005,-4.3316589568
57,1.959375e-07,2.0854271904,-0.03582906896000004,-4.329146393599999
58,1.99375e-07,4.2839197104,0.028995040959999996,-4.3391966464
59,2.0281250000000002e-07,2.1105528192,-0.02125620704000003,-4.3391966464
60,2.0625e-07,0.816582936,-0.02929640672,-4.3316589568
61,2.096875e-07,1.6206030576000001,0.000854342079999959,-4.33417152
62,2.1312500000000002e-07,0.9045226368,-0.02226123200000002,-4.3316589568
63,2.1656250000000002e-07,-0.1633165872,-0.0011557078400000198,-4.321608704
64,2.2e-07,-0.9673367088,-0.015226057280000038,-4.3241212672
65,2.234375e-07,-1.1180904816000001,-0.016231082240000028,-4.3140710144
66,2.26875e-07,-1.2814070688,0.004874441919999972,-4.3266338304
67,2.3031250000000002e-07,-2.6005025808,-0.019748669600000046,-4.3266338304
68,2.3375e-07,-1.9723618608,0.0018593670399999485,-4.3316589568
69,2.371875e-07,-1.5326633568,-0.01170846992000002,-4.3391966464
70,2.40625e-07,-1.5577889856,-0.003668270240000049,-4.329146393599999
71,2.440625e-07,-1.2060301824000002,0.014924691519999977,-4.33417152
72,2.475e-07,-0.62814072,-0.025276306880000043,-4.33417152
73,2.5093750000000003e-07,-0.125628144,-0.008693395040000051,-4.3190961408
74,2.54375e-07,0.15075377280000002,-0.00015068288000003038,-4.309045888
75,2.578125e-07,0.0125628144,-0.002663245280000004,-4.293970508799999
76,2.6125000000000004e-07,-0.1758794016,-0.00015068288000003038,-4.2889453824
77,2.646875e-07,-0.3894472464,-0.017236107200000017,-4.3015081984
78,2.6812500000000003e-07,-0.4648241328,0.0043719294399999775,-4.3241212672
79,2.715625e-07,-0.62814072,0.005376954399999967,-4.346734336
80,2.75e-07,-0.8668341936,-0.021758719520000025,-4.341709209599999
81,2.7843750000000003e-07,-0.6532663488,-0.004170782720000044,-4.329146393599999
82,2.81875e-07,-0.4648241328,-0.002663245280000004,-4.321608704
83,2.853125e-07,-0.2638191024,-0.004170782720000044,-4.316583577599999
84,2.8875e-07,-0.2763819168,-0.005678320160000028,-4.3241212672
85,2.921875e-07,-0.376884432,-0.016231082240000028,-4.3266338304
86,2.9562500000000003e-07,-0.439698504,0.005376954399999967,-4.3241212672
87,2.990625e-07,-0.439698504,0.0018593670399999485,-4.329146393599999
88,3.025e-07,-0.3517588032,-0.01271349488000001,-4.321608704
89,3.0593750000000004e-07,-0.2763819168,-0.006180832640000022,-4.3190961408
90,3.09375e-07,-0.502512576,-0.006180832640000022,-4.321608704
91,3.128125e-07,-4.271356896,0.006381979359999956,-4.3115584512
92,3.1625000000000004e-07,-4.6859297712000005,-0.004170782720000044,-4.321608704
93,3.196875e-07,-5.8919599536,-0.018241132160000006,-4.3190961408
94,3.2312500000000003e-07,-7.53768864,-0.00015068288000003038,-4.316583577599999
95,3.265625e-07,-6.846733848,-0.0016582203200000145,-4.3040207615999995
96,3.3e-07,-7.688442412800001,-0.026783844320000028,-4.2989956352
97,3.3343750000000004e-07,-7.613065526400001,-0.002663245280000004,-4.2864328192
98,3.36875e-07,-7.788944928,-0.016733594720000022,-4.268844876799999
99,3.403125e-07,-8.354271576,-0.015728569760000033,-4.1984931072
100,3.4375e-07,-9.3467339136,0.003366904479999988,-4.0904528896
101,3.471875e-07,-10.2763821792,-0.027788869280000017,-4.0150759936
102,3.5062500000000003e-07,-10.2135681072,-0.01874364464,-3.9221111551999996
103,3.540625e-07,-10.8542716416,0.0003518295999999643,-3.7185935359999998
104,3.575e-07,-11.5703520624,-0.008693395040000051,-3.379397504
